"","associated_gene","Mouse","Fetal","Adult","Human"
"2866","PCYT2",9,2,NA,4
"2867","PDAP1",NA,1,NA,1
"2868","PDCD2L",1,NA,NA,NA
"2869","PDCD4",2,NA,NA,NA
"2870","PDCD5",1,2,1,3
"2871","PDCD6",2,NA,NA,NA
"2872","PDCD6IP",NA,1,NA,1
"2873","PDCL",1,NA,NA,NA
"2874","PDCL3",2,NA,NA,NA
"2875","PDE1A",1,NA,NA,NA
"2876","PDE1B",2,NA,NA,NA
"2877","PDE2A",15,NA,NA,1
"2878","PDE4A",4,NA,2,2
"2879","PDE4DIP",NA,NA,1,1
"2880","PDE7A",NA,1,NA,1
"2881","PDE8A",1,NA,NA,NA
"2882","PDE8B",2,NA,NA,NA
"2883","PDE9A",1,NA,NA,NA
"2884","PDHA1",2,2,NA,2
"2885","PDHB",4,NA,NA,NA
"2886","PDIA2",NA,NA,2,2
"2887","PDIA2_ARHGDIG",NA,NA,2,3
"2888","PDIA3",NA,1,NA,1
"2889","PDIA4",1,NA,NA,NA
"2890","PDIA6",1,NA,NA,NA
"2891","PDK2",1,NA,2,2
"2892","PDLIM7",7,3,1,4
"2893","PDRG1",2,NA,NA,NA
"2894","PDS5A",NA,1,1,1
"2895","PDSS1",1,NA,NA,NA
"2896","PDZD7",1,NA,1,1
"2897","PEA15",NA,1,NA,1
"2898","PEA15A",1,NA,NA,NA
"2899","PEBP1",NA,NA,NA,1
"2900","PEG3",NA,1,NA,1
"2901","PELI1",2,NA,NA,NA
"2902","PELI3",1,NA,NA,NA
"2903","PELP1",NA,2,1,3
"2904","PER1",1,NA,NA,NA
"2905","PER2",1,NA,NA,NA
"2906","PES1",1,NA,NA,NA
"2907","PEX11B",1,NA,1,1
"2908","PEX16",1,NA,NA,NA
"2909","PEX19",3,1,NA,1
"2910","PEX2",2,NA,NA,NA
"2911","PEX5",1,NA,1,1
"2912","PEX5L",2,NA,NA,NA
"2913","PEX6",NA,1,NA,1
"2914","PFDN5",NA,1,1,1
"2915","PFDN6",1,NA,NA,NA
"2916","PFKFB2",1,NA,NA,NA
"2917","PFKFB4",1,NA,NA,NA
"2918","PFKL",1,2,1,2
"2919","PFKM",1,NA,NA,1
"2920","PFKP",2,NA,NA,NA
"2921","PFN1",1,NA,NA,NA
"2922","PFN2",1,NA,NA,NA
"2923","PGAM1",1,NA,NA,NA
"2924","PGAM5",1,NA,NA,NA
"2925","PGAP1",NA,NA,NA,1
"2926","PGAP2",2,NA,NA,NA
"2927","PGAP3",NA,2,NA,2
"2928","PGK1",NA,1,NA,1
"2929","PGM1",1,NA,NA,NA
"2930","PGM2",NA,NA,1,1
"2931","PGP",NA,NA,1,1
"2932","PGP_BRICD5",NA,1,NA,NA
"2933","PHACTR1",1,NA,NA,NA
"2934","PHB",1,NA,NA,NA
"2935","PHB2",2,NA,NA,NA
"2936","PHC1",NA,1,1,1
"2937","PHC2",2,1,NA,2
"2938","PHETA1",1,NA,NA,NA
"2939","PHF1",3,NA,NA,NA
"2940","PHF12",2,NA,NA,NA
"2941","PHF20L1",NA,1,2,2
"2942","PHF21B",1,NA,NA,NA
"2943","PHF23",NA,NA,NA,1
"2944","PHF24",4,NA,1,1
"2945","PHF6",1,NA,1,NA
"2946","PHIP",1,1,NA,1
"2947","PHKA2",NA,NA,NA,1
"2948","PHKG2",2,NA,NA,1
"2949","PHLDB1",NA,1,NA,2
"2950","PHOSPHO1",2,NA,NA,NA
"2951","PHPT1",NA,NA,1,1
"2952","PHYH",1,NA,NA,NA
"2953","PHYHD1",NA,NA,1,1
"2954","PI16",1,NA,NA,NA
"2955","PI4K2A",2,NA,NA,NA
"2956","PI4KA",1,NA,NA,2
"2957","PI4KAP1",NA,NA,1,NA
"2958","PI4KAP2",NA,NA,1,1
"2959","PI4KB",NA,1,NA,1
"2960","PIANP",3,NA,NA,1
"2961","PIAS1",2,NA,NA,NA
"2962","PIAS3",3,2,2,3
"2963","PICK1",1,1,2,2
"2964","PIDD1",NA,NA,1,1
"2965","PIGF",NA,1,NA,1
"2966","PIGL",NA,1,NA,1
"2967","PIGO",2,1,NA,1
"2968","PIGQ",2,1,1,2
"2969","PIGS",2,NA,NA,NA
"2970","PIGT",1,NA,NA,NA
"2971","PIGV",NA,1,1,1
"2972","PIH1D1",NA,1,NA,1
"2973","PIK3CD",NA,NA,1,2
"2974","PIK3IP1",1,NA,NA,NA
"2975","PIK3R2",3,NA,NA,NA
"2976","PIK3R3",1,NA,NA,NA
"2977","PIK3R6",1,NA,NA,NA
"2978","PILRA_PILRB_STAG3L5P",NA,NA,NA,1
"2979","PIM2",1,NA,NA,NA
"2980","PIM2_OTUD5",2,NA,NA,NA
"2981","PIM3",1,1,1,2
"2982","PIN1",1,1,1,2
"2983","PINK1",4,NA,NA,NA
"2984","PIP4K2C",NA,1,1,2
"2985","PIP4P1",4,2,NA,2
"2986","PIP5K1C",3,NA,NA,NA
"2987","PIP5KL1",1,NA,NA,NA
"2988","PISD",4,3,3,8
"2989","PISD-PS1",1,NA,NA,NA
"2990","PITPNM1",5,NA,NA,NA
"2991","PITPNM2",1,NA,NA,NA
"2992","PITRM1",NA,NA,2,2
"2993","PJA1",NA,NA,1,1
"2994","PKD1",NA,NA,2,1
"2995","PKM",3,NA,NA,1
"2996","PKN1",3,NA,NA,NA
"2997","PKNOX2",NA,1,NA,1
"2998","PKP4",NA,NA,1,1
"2999","PLA2G12A",1,NA,NA,NA
"3000","PLA2G16",1,NA,NA,NA
"3001","PLA2G4E",1,NA,NA,NA
"3002","PLA2G7",1,NA,NA,NA
"3003","PLAGL1",1,NA,NA,NA
"3004","PLAT",2,NA,NA,NA
"3005","PLBD2",4,NA,NA,NA
"3006","PLCB2",NA,1,1,2
"3007","PLCG1",2,1,1,2
"3008","PLCH2",1,NA,NA,NA
"3009","PLCXD1",2,1,NA,1
"3010","PLD2",1,NA,NA,NA
"3011","PLD3",3,2,2,3
"3012","PLEC",1,NA,NA,NA
"3013","PLEKHA1",1,1,1,2
"3014","PLEKHB1",NA,NA,2,2
"3015","PLEKHB2",6,NA,NA,NA
"3016","PLEKHG2",NA,1,NA,1
"3017","PLEKHG5",2,NA,NA,NA
"3018","PLEKHH3",1,NA,NA,NA
"3019","PLEKHJ1",1,NA,1,1
"3020","PLEKHM2",1,NA,NA,NA
"3021","PLEKHN1",4,NA,NA,NA
"3022","PLGRKT",1,NA,NA,NA
"3023","PLIN3",2,NA,NA,NA
"3024","PLK1",NA,1,NA,1
"3025","PLK2",5,2,1,3
"3026","PLK3",1,1,NA,1
"3027","PLK4",1,NA,NA,NA
"3028","PLK5",2,NA,NA,NA
"3029","PLP1",1,NA,1,1
"3030","PLPP5",3,4,1,4
"3031","PLPPR2",1,1,NA,1
"3032","PLPPR3",1,NA,1,1
"3033","PLRG1",NA,1,NA,1
"3034","PLS3",1,NA,NA,NA
"3035","PLSCR3",1,5,NA,5
"3036","PLXNB1",1,1,NA,1
"3037","PLXNB2",1,NA,NA,NA
"3038","PM20D1",1,NA,NA,NA
"3039","PMM1",1,NA,NA,NA
"3040","PMM2",1,NA,NA,NA
"3041","PMPCA",3,2,1,2
"3042","PMPCB",NA,1,NA,NA
"3043","PNCK",2,3,5,5
"3044","PNISR",2,1,2,2
"3045","PNKD",1,1,1,2
"3046","PNMA3",NA,1,1,1
"3047","PNPT1",1,NA,NA,NA
"3048","PNRC2",1,NA,NA,NA
"3049","PODXL2",6,3,2,3
"3050","POGK",1,NA,NA,NA
"3051","POGLUT1",1,NA,1,1
"3052","POGLUT2",NA,1,NA,1
"3053","POGZ",NA,1,NA,1
"3054","POLD2",NA,1,NA,2
"3055","POLD3",1,NA,NA,NA
"3056","POLDIP2",5,NA,NA,NA
"3057","POLE3",3,NA,NA,NA
"3058","POLI",NA,1,NA,1
"3059","POLL",NA,NA,1,NA
"3060","POLM",2,NA,NA,NA
"3061","POLR1C",NA,1,1,1
"3062","POLR2A",1,1,1,1
"3063","POLR2C",1,NA,NA,NA
"3064","POLR2E",2,NA,NA,NA
"3065","POLR2F",NA,NA,NA,1
"3066","POLR2I",NA,NA,1,1
"3067","POLR2J",NA,1,1,2
"3068","POLR2J4",NA,NA,NA,1
"3069","POLR3C",2,NA,NA,NA
"3070","POLR3E",1,NA,NA,NA
"3071","POLR3F",NA,1,NA,1
"3072","POLR3GL",1,NA,1,2
"3073","POLRMT",1,2,2,3
"3074","POM121",1,NA,NA,NA
"3075","POMGNT1",3,8,1,9
"3076","POMGNT2",1,NA,NA,NA
"3077","POMT1",1,1,1,1
"3078","PON2",NA,NA,NA,1
"3079","POP4",2,NA,NA,NA
"3080","POP5",1,1,NA,1
"3081","POR",1,1,NA,1
"3082","PORCN",4,NA,1,1
"3083","POU2F1",1,NA,NA,NA
"3084","POU2F2",NA,1,NA,1
"3085","PPAN",NA,NA,NA,1
"3086","PPDPF",1,NA,NA,NA
"3087","PPFIA3",NA,NA,1,1
"3088","PPIA",1,NA,NA,NA
"3089","PPIB",1,NA,NA,NA
"3090","PPIE",1,1,NA,1
"3091","PPIF",2,NA,NA,NA
"3092","PPIG",NA,1,NA,1
"3093","PPIL2",NA,1,NA,1
"3094","PPIP5K1",1,NA,NA,NA
"3095","PPM1F",1,NA,NA,NA
"3096","PPM1G",NA,1,NA,1
"3097","PPM1J",NA,2,NA,2
"3098","PPM1K",NA,1,NA,1
"3099","PPM1M",1,NA,NA,NA
"3100","PPME1",1,NA,NA,NA
"3101","PPOX",4,NA,NA,2
"3102","PPP1CA",3,1,1,1
"3103","PPP1CB",2,NA,NA,NA
"3104","PPP1CC",3,1,NA,3
"3105","PPP1R12A",NA,1,1,2
"3106","PPP1R12B",1,NA,NA,NA
"3107","PPP1R12C",1,NA,NA,NA
"3108","PPP1R13B",1,1,NA,1
"3109","PPP1R15A",1,NA,NA,NA
"3110","PPP1R16A",3,2,6,6
"3111","PPP1R1B",NA,1,NA,NA
"3112","PPP1R26",NA,1,NA,1
"3113","PPP1R35",1,NA,NA,NA
"3114","PPP1R37",5,NA,NA,1
"3115","PPP1R7",1,NA,NA,1
"3116","PPP2R1A",NA,1,NA,1
"3117","PPP2R2D",NA,1,1,2
"3118","PPP2R3C",1,NA,NA,NA
"3119","PPP2R5B",1,1,1,2
"3120","PPP2R5D",1,1,NA,1
"3121","PPP3CA",2,NA,NA,NA
"3122","PPP4C",1,1,1,1
"3123","PPP4R2",NA,1,NA,1
"3124","PPP4R3B",1,NA,NA,NA
"3125","PPP5C",2,NA,NA,NA
"3126","PPP6R2",NA,1,NA,1
"3127","PPP6R3",1,NA,NA,NA
"3128","PPT1",2,NA,NA,NA
"3129","PPWD1",NA,1,NA,1
"3130","PQLC1",NA,1,7,7
"3131","PRADC1",1,NA,NA,NA
"3132","PRAF2",1,NA,NA,NA
"3133","PRDM10",1,NA,NA,NA
"3134","PRDM8",1,NA,1,1
"3135","PRDX2",NA,NA,1,1
"3136","PRDX5",1,NA,NA,NA
"3137","PRDX6",4,NA,NA,NA
"3138","PREB",1,3,3,4
"3139","PRELID1",1,NA,NA,NA
"3140","PRELID3A",2,NA,NA,NA
"3141","PREPL",NA,NA,1,1
"3142","PREX2",1,NA,NA,NA
"3143","PRKAB1",NA,2,NA,2
"3144","PRKAB2",1,NA,NA,NA
"3145","PRKAR1A",4,NA,NA,NA
"3146","PRKAR2A",1,NA,NA,NA
"3147","PRKAR2B",1,NA,NA,NA
"3148","PRKCB",1,NA,NA,NA
"3149","PRKCE",1,NA,NA,NA
"3150","PRKCG",3,NA,2,2
"3151","PRKCI",1,NA,NA,NA
"3152","PRKCSH",1,1,NA,1
"3153","PRKD1",1,NA,NA,NA
"3154","PRKD3",1,NA,NA,NA
"3155","PRMT1",1,NA,NA,NA
"3156","PRMT2",2,1,1,1
"3157","PRMT3",1,NA,NA,NA
"3158","PRMT5",1,1,NA,2
"3159","PRODH",4,NA,NA,NA
"3160","PROSER3",NA,NA,1,1
"3161","PRPF19",1,NA,NA,NA
"3162","PRPF3",1,NA,NA,NA
"3163","PRPF31",3,1,NA,2
"3164","PRPF38B",NA,NA,1,NA
"3165","PRPF39",4,1,1,1
"3166","PRPF4",1,NA,NA,NA
"3167","PRPF40B",2,1,1,2
"3168","PRPF4B",1,NA,1,NA
"3169","PRPF6",NA,NA,NA,2
"3170","PRPH",1,NA,NA,NA
"3171","PRPSAP1",4,2,1,2
"3172","PRR13",1,NA,NA,NA
"3173","PRR14",1,NA,NA,NA
"3174","PRR22_DUS3L",NA,NA,NA,1
"3175","PRR36",1,NA,NA,NA
"3176","PRR4",NA,1,NA,1
"3177","PRRC2A",2,NA,NA,NA
"3178","PRRC2B",NA,1,NA,1
"3179","PRRT1",2,NA,NA,NA
"3180","PRRT2",2,1,5,6
"3181","PRRT2_PAGR1B",2,NA,NA,NA
"3182","PRRT3",NA,NA,NA,1
"3183","PRSS35",2,NA,NA,NA
"3184","PRSS36",1,NA,NA,NA
"3185","PRTFDC1",NA,NA,1,1
"3186","PRUNE1",2,NA,NA,NA
"3187","PRXL2B",2,NA,NA,1
"3188","PSAP",NA,2,1,2
"3189","PSD",4,NA,NA,NA
"3190","PSEN2",NA,NA,1,1
"3191","PSIP1",3,NA,1,1
"3192","PSMA1",1,2,2,3
"3193","PSMA3",1,1,NA,1
"3194","PSMA4",NA,NA,NA,1
"3195","PSMA5",2,NA,NA,NA
"3196","PSMA6",1,NA,NA,NA
"3197","PSMA7",1,1,NA,2
"3198","PSMB10",3,NA,NA,NA
"3199","PSMB3",1,NA,NA,NA
"3200","PSMB4",2,1,NA,2
"3201","PSMB6",2,NA,NA,NA
"3202","PSMB7",NA,NA,1,1
"3203","PSMC1",NA,1,NA,1
"3204","PSMC2",2,1,NA,1
"3205","PSMC3",1,NA,NA,NA
"3206","PSMC4",2,NA,NA,NA
"3207","PSMD11",1,1,NA,1
"3208","PSMD12",2,NA,NA,NA
"3209","PSMD13",1,NA,NA,NA
"3210","PSMD14",1,NA,NA,NA
"3211","PSMD2",1,5,3,7
"3212","PSMD3",3,NA,NA,NA
"3213","PSMD4",2,NA,NA,NA
"3214","PSMD6",2,NA,1,1
"3215","PSMD7",1,NA,NA,NA
"3216","PSME2",NA,1,NA,2
"3217","PSME3",1,NA,NA,NA
"3218","PSRC1",2,1,2,5
"3219","PTBP1",1,1,NA,1
"3220","PTCD3",2,2,1,3
"3221","PTCH1",2,NA,NA,NA
"3222","PTCH2",NA,NA,1,1
"3223","PTDSS2",1,1,NA,2
"3224","PTGDS",2,NA,4,4
"3225","PTGES2",NA,2,2,1
"3226","PTGR2",NA,1,NA,1
"3227","PTH1R",NA,NA,2,2
"3228","PTK2",1,NA,NA,NA
"3229","PTK2B",NA,NA,1,1
"3230","PTK7",1,NA,NA,NA
"3231","PTMA",2,2,NA,2
"3232","PTMS",NA,1,NA,2
"3233","PTOV1",8,2,2,3
"3234","PTP4A2",NA,NA,2,2
"3235","PTP4A3",3,NA,NA,NA
"3236","PTPA",2,NA,NA,NA
"3237","PTPMT1",2,NA,NA,NA
"3238","PTPN1",NA,1,1,1
"3239","PTPN13",1,NA,NA,NA
"3240","PTPN2",NA,1,NA,1
"3241","PTPN23",4,NA,NA,NA
"3242","PTPN5",4,7,NA,7
"3243","PTPRA",NA,NA,2,2
"3244","PTPRD",1,NA,NA,NA
"3245","PTPRF",NA,1,NA,1
"3246","PTPRK",1,NA,NA,NA
"3247","PTPRM",NA,1,NA,1
"3248","PTPRN",6,NA,NA,NA
"3249","PTPRO",NA,1,NA,1
"3250","PTPRS",5,NA,NA,NA
"3251","PTPRU",6,NA,NA,NA
"3252","PTTG1IP",1,NA,NA,NA
"3253","PTX3",NA,1,NA,1
"3254","PUF60",3,1,1,4
"3255","PUS3",1,NA,NA,NA
"3256","PUSL1",6,NA,1,1
"3257","PWRN1",NA,1,NA,1
"3258","PWWP3A",2,4,2,5
"3259","PXDN",1,3,NA,3
"3260","PXN",1,1,NA,NA
"3261","PYCR1",NA,NA,NA,1
"3262","PYCR2",2,1,1,1
"3263","PYCR3",NA,NA,1,NA
"3264","PYGB",1,NA,NA,NA
"3265","PYGO2",NA,NA,NA,1
"3266","PYM1",1,NA,NA,NA
"3267","QARS",NA,NA,1,1
"3268","QDPR",1,NA,NA,NA
"3269","QRICH1",NA,1,NA,2
"3270","QSOX1",1,NA,NA,NA
"3271","QSOX2",3,NA,NA,NA
"3272","QTRT1",1,5,1,6
"3273","R3HCC1",NA,1,1,3
"3274","R3HDM4",12,NA,NA,NA
"3275","RAB10OS",1,NA,NA,NA
"3276","RAB11A",1,NA,NA,NA
"3277","RAB11FIP5",1,NA,NA,NA
"3278","RAB12",1,NA,NA,NA
"3279","RAB14",1,NA,NA,NA
"3280","RAB15",1,1,NA,1
"3281","RAB18",1,1,NA,1
"3282","RAB1B",2,1,1,1
"3283","RAB24",5,4,2,5
"3284","RAB26",5,NA,1,1
"3285","RAB2B",1,NA,NA,NA
"3286","RAB34",1,NA,NA,1
"3287","RAB3IP",NA,NA,2,1
"3288","RAB40C",1,NA,2,2
"3289","RAB4B",1,NA,1,1
"3290","RAB5IF",NA,NA,1,1
"3291","RAB6A",2,NA,NA,1
"3292","RAB6C-AS1",NA,NA,NA,1
"3293","RAB7",1,NA,NA,NA
"3294","RABAC1",NA,NA,NA,1
"3295","RABEP2",3,NA,NA,NA
"3296","RABEPK",1,NA,NA,NA
"3297","RABGAP1L",1,NA,NA,NA
"3298","RABGEF1",1,NA,NA,NA
"3299","RABGGTA",3,NA,NA,NA
"3300","RABGGTB",NA,NA,NA,1
"3301","RABL2",2,NA,NA,NA
"3302","RABL2A",NA,4,1,4
"3303","RABL2B",NA,7,2,10
"3304","RAC2",1,NA,NA,NA
"3305","RAC3",2,NA,NA,NA
"3306","RACK1",NA,NA,1,2
"3307","RAD1",1,NA,NA,NA
"3308","RAD23A",2,3,2,3
"3309","RAD23B",NA,NA,NA,1
"3310","RAD50",NA,1,NA,1
"3311","RAD52",4,NA,NA,NA
"3312","RAD9A",1,NA,NA,NA
"3313","RAE1",1,NA,NA,NA
"3314","RAF1",6,2,1,2
"3315","RAI2",NA,NA,1,1
"3316","RALBP1",1,NA,NA,NA
"3317","RALGAPA1",2,NA,NA,NA
"3318","RALGDS",1,NA,NA,NA
"3319","RALGPS1",1,NA,NA,NA
"3320","RALGPS2",1,NA,NA,NA
"3321","RAMP3",1,NA,NA,NA
"3322","RAN",NA,NA,1,1
"3323","RANBP1",2,1,1,1
"3324","RANBP10",1,NA,NA,NA
"3325","RANBP2",NA,1,NA,1
"3326","RANBP3",2,NA,NA,NA
"3327","RANGAP1",NA,NA,NA,1
"3328","RAP1B",1,NA,NA,NA
"3329","RAP1GAP",10,1,22,24
"3330","RAP1GAP2",1,NA,NA,NA
"3331","RAPGEF1",3,NA,NA,NA
"3332","RAPGEFL1",1,NA,NA,NA
"3333","RASA3",2,NA,NA,NA
"3334","RASA4",NA,NA,1,1
"3335","RASAL3",2,NA,NA,NA
"3336","RASGEF1A",4,NA,NA,NA
"3337","RASGRF1",1,NA,NA,NA
"3338","RASL10A",1,NA,NA,NA
"3339","RASSF4",NA,NA,2,2
"3340","RAVER1",1,NA,1,1
"3341","RBAK",1,NA,NA,NA
"3342","RBBP4",NA,2,NA,3
"3343","RBBP7",NA,2,1,3
"3344","RBCK1",2,NA,NA,NA
"3345","RBFA",1,NA,NA,NA
"3346","RBIS",NA,NA,1,1
"3347","RBL2",1,1,NA,2
"3348","RBM10",NA,NA,NA,1
"3349","RBM14",NA,1,NA,1
"3350","RBM17",1,1,1,1
"3351","RBM19",NA,NA,NA,1
"3352","RBM22",1,NA,1,1
"3353","RBM23",NA,1,NA,1
"3354","RBM25",3,NA,NA,NA
"3355","RBM3",3,2,NA,3
"3356","RBM34",NA,1,NA,1
"3357","RBM39",2,1,1,3
"3358","RBM4",NA,1,NA,1
"3359","RBM42",1,1,NA,1
"3360","RBM45",1,NA,NA,NA
"3361","RBM4B",NA,3,NA,3
"3362","RBM5",2,3,2,3
"3363","RBM6",1,NA,NA,NA
"3364","RBM7",1,NA,NA,NA
"3365","RBM8A",NA,4,NA,4
"3366","RBMX",1,5,1,5
"3367","RBP4",2,NA,NA,NA
"3368","RBPJ",NA,1,NA,1
"3369","RBSN",1,NA,NA,NA
"3370","RC3H2",1,3,1,4
"3371","RCAN3",NA,NA,NA,1
"3372","RCCD1",NA,3,1,3
"3373","RCE1",1,NA,NA,NA
"3374","RCN2",NA,2,NA,1
"3375","RDH11",NA,1,NA,2
"3376","RDH13",1,NA,NA,NA
"3377","REC8",NA,6,NA,6
"3378","RECQL",1,NA,NA,NA
"3379","RECQL4",1,NA,NA,NA
"3380","REEP2",3,5,5,8
"3381","REEP4",NA,NA,1,1
"3382","REEP6",NA,NA,2,2
"3383","RELA",2,NA,NA,NA
"3384","RELL2",5,NA,NA,NA
"3385","REM2",1,NA,NA,NA
"3386","REPIN1",1,NA,NA,NA
"3387","RERE",2,NA,NA,NA
"3388","RESP18",1,NA,NA,NA
"3389","RETREG2",3,NA,NA,NA
"3390","RETREG3",1,NA,NA,NA
"3391","REX1BD",1,1,NA,1
"3392","REXO1",2,NA,NA,1
"3393","REXO2",1,NA,1,1
"3394","RFC5",1,NA,NA,1
"3395","RFNG",3,1,1,2
"3396","RFPL1S_AC000035.1",NA,NA,NA,1
"3397","RFTN1",NA,NA,1,1
"3398","RFX1",1,NA,NA,NA
"3399","RFX5",2,1,NA,2
"3400","RFX7",1,NA,NA,NA
"3401","RFXANK",NA,NA,1,1
"3402","RGL2",2,NA,NA,1
"3403","RGL3",1,NA,NA,NA
"3404","RGP1",1,NA,NA,NA
"3405","RGS11",2,3,8,11
"3406","RGS12",3,NA,NA,NA
"3407","RGS14",NA,NA,2,2
"3408","RGS19",1,NA,NA,NA
"3409","RGS3",NA,NA,NA,1
"3410","RHBDD2",2,NA,NA,NA
"3411","RHBDD3",2,3,1,3
"3412","RHBDF1",NA,NA,1,1
"3413","RHBDL1",9,NA,5,5
"3414","RHOT2",3,12,14,28
"3415","RHPN1",NA,NA,2,2
"3416","RIAN",2,NA,NA,NA
"3417","RIC8A",3,2,2,4
"3418","RIMKLB",NA,1,NA,1
"3419","RIN1",2,NA,NA,NA
"3420","RIN2",1,NA,NA,NA
"3421","RING1",4,1,NA,NA
"3422","RIOK3",2,NA,NA,NA
"3423","RIOX2",NA,NA,1,1
"3424","RIPK1",1,NA,NA,NA
"3425","RIPOR1",4,NA,NA,NA
"3426","RIT1",1,NA,NA,NA
"3427","RMDN1",1,NA,NA,NA
"3428","RMDN3",1,NA,1,1
"3429","RMND1",3,NA,NA,NA
"3430","RMND5B",1,1,2,2
"3431","RNASEH1",1,NA,NA,NA
"3432","RNASEH2A",2,NA,NA,NA
"3433","RNASEH2C",1,NA,NA,NA
"3434","RNF10",1,5,8,9
"3435","RNF103",2,NA,NA,NA
"3436","RNF103-CHMP3",NA,NA,1,1
"3437","RNF111",1,NA,NA,NA
"3438","RNF112",11,1,NA,1
"3439","RNF123",1,NA,NA,NA
"3440","RNF126",2,NA,NA,NA
"3441","RNF14",2,NA,NA,NA
"3442","RNF141",7,NA,NA,NA
"3443","RNF146",1,NA,NA,NA
"3444","RNF157-AS1",NA,NA,1,1
"3445","RNF166",1,NA,NA,NA
"3446","RNF167",3,NA,1,3
"3447","RNF181",4,NA,NA,NA
"3448","RNF185",NA,4,2,5
"3449","RNF187",1,NA,NA,NA
"3450","RNF208",1,NA,2,2
"3451","RNF216P1",NA,1,NA,1
"3452","RNF220",1,NA,NA,NA
"3453","RNF24",2,NA,NA,NA
"3454","RNF25",3,NA,NA,NA
"3455","RNF32",1,NA,NA,NA
"3456","RNF34",1,NA,NA,NA
"3457","RNF4",1,1,NA,1
"3458","RNF40",2,4,3,5
"3459","RNF41",4,NA,NA,NA
"3460","RNF44",5,2,NA,2
"3461","RNF8",1,NA,NA,NA
"3462","RNFT1",1,NA,NA,NA
"3463","RNPC3",NA,1,NA,1
"3464","RNPEP",2,NA,NA,NA
"3465","RNPEPL1",1,NA,NA,NA
"3466","RNPS1",2,NA,1,2
"3467","RO60",NA,3,NA,3
"3468","ROBO3",NA,3,NA,3
"3469","ROGDI",5,2,2,4
"3470","RPAIN",1,NA,NA,NA
"3471","RPAP1",1,NA,NA,NA
"3472","RPAP2",1,NA,NA,NA
"3473","RPE",2,NA,NA,NA
"3474","RPIA",NA,NA,1,1
"3475","RPL10",2,1,1,1
"3476","RPL10A",4,NA,NA,NA
"3477","RPL11",1,NA,NA,NA
"3478","RPL12",1,NA,NA,NA
"3479","RPL13",2,NA,1,1
"3480","RPL14",1,NA,NA,NA
"3481","RPL17",NA,1,1,1
"3482","RPL18",1,NA,NA,1
"3483","RPL18A",2,NA,NA,NA
"3484","RPL19",1,NA,NA,NA
"3485","RPL22",NA,NA,1,1
"3486","RPL23",1,NA,1,1
"3487","RPL24",NA,1,NA,1
"3488","RPL26",1,NA,1,1
"3489","RPL27A",1,NA,NA,NA
"3490","RPL3",1,2,1,2
"3491","RPL30",1,NA,NA,NA
"3492","RPL32",1,NA,NA,NA
"3493","RPL34",2,NA,NA,NA
"3494","RPL36",2,NA,NA,NA
"3495","RPL38",1,NA,NA,NA
"3496","RPL4",NA,1,NA,1
"3497","RPL41",NA,NA,2,2
"3498","RPL5",1,1,1,1
"3499","RPL6",1,NA,NA,NA
"3500","RPL7",1,2,NA,2
"3501","RPL7A",2,1,NA,1
"3502","RPL7L1",NA,NA,NA,1
"3503","RPL9",NA,1,NA,1
"3504","RPLP0",1,2,NA,2
"3505","RPLP1",NA,1,NA,1
"3506","RPLP2",1,NA,NA,NA
"3507","RPN1",1,NA,NA,NA
"3508","RPN2",2,1,NA,1
"3509","RPP21",1,NA,NA,NA
"3510","RPP30",NA,1,1,1
"3511","RPP40",1,NA,NA,NA
"3512","RPRD1A",1,1,NA,1
"3513","RPS11",NA,1,NA,1
"3514","RPS12",2,NA,NA,NA
"3515","RPS14",NA,2,3,4
"3516","RPS18",1,NA,NA,NA
"3517","RPS19BP1",1,NA,NA,NA
"3518","RPS2",2,4,1,5
"3519","RPS21",1,NA,NA,NA
"3520","RPS23",NA,1,1,1
"3521","RPS24",1,NA,NA,NA
"3522","RPS25",1,NA,NA,NA
"3523","RPS3A",NA,2,1,2
"3524","RPS4X",2,NA,NA,NA
"3525","RPS6",NA,1,NA,1
"3526","RPS6KA4",NA,NA,1,1
"3527","RPS6KB1",1,NA,NA,NA
"3528","RPS6KB2",2,1,1,1
"3529","RPS6KC1",1,NA,NA,NA
"3530","RPS6KL1",2,NA,2,2
"3531","RPS8",1,NA,NA,NA
"3532","RPS9",3,NA,NA,NA
"3533","RPSAP19_OLFM3",NA,NA,NA,1
"3534","RPUSD1",4,1,2,4
"3535","RPUSD3",1,NA,NA,NA
"3536","RRN3",NA,NA,NA,1
"3537","RRN3P1",NA,1,NA,2
"3538","RRP1",1,1,NA,2
"3539","RRP15",1,NA,NA,NA
"3540","RRP7A",NA,1,NA,1
"3541","RRP7BP",NA,NA,1,2
"3542","RRP8",NA,NA,1,1
"3543","RRP9",1,NA,NA,NA
"3544","RSAD1",2,3,1,3
"3545","RSL1D1",NA,1,NA,1
"3546","RSL24D1",1,NA,NA,NA
"3547","RSPO2",2,NA,NA,NA
"3548","RSPO3",NA,1,NA,1
"3549","RSPRY1",NA,1,NA,1
"3550","RSRC1",1,NA,NA,NA
"3551","RSRC2",NA,3,NA,3
"3552","RSRP1",4,3,2,3
"3553","RTCA",1,NA,NA,NA
"3554","RTCB",3,NA,NA,NA
"3555","RTKN",NA,NA,1,1
"3556","RTKN2",1,NA,NA,NA
"3557","RTN1",NA,1,2,2
"3558","RTN2",1,NA,1,1
"3559","RTN3",NA,2,NA,2
