"","associated_gene","Mouse","Fetal","Adult","Human"
"767","CDC42BPB",1,NA,NA,1
"768","CDC42SE2",1,2,2,2
"769","CDC7",1,NA,NA,NA
"770","CDCA7",NA,1,NA,1
"771","CDIP1",3,NA,NA,NA
"772","CDIPT",NA,1,1,1
"773","CDIPTOSP",NA,NA,1,1
"774","CDK1",NA,1,NA,1
"775","CDK10",NA,2,2,7
"776","CDK13",2,NA,NA,NA
"777","CDK16",12,4,4,7
"778","CDK17",4,NA,NA,2
"779","CDK18",4,NA,1,2
"780","CDK20",2,NA,NA,NA
"781","CDK5R1",NA,NA,2,2
"782","CDK5RAP3",2,8,3,8
"783","CDK9",2,1,NA,1
"784","CDKN1C",3,NA,NA,NA
"785","CDT1",NA,NA,NA,1
"786","CDV3",1,NA,NA,NA
"787","CDYL2",1,NA,NA,NA
"788","CEACAM19",NA,1,NA,1
"789","CEBPZOS",1,NA,NA,NA
"790","CELF1",4,8,4,10
"791","CELF2",14,6,4,9
"792","CELF3",4,2,1,2
"793","CELF5",3,1,2,3
"794","CELSR2",1,NA,1,1
"795","CELSR3",NA,1,NA,1
"796","CEND1",1,NA,NA,NA
"797","CENPO",NA,1,NA,1
"798","CENPT",1,5,3,7
"799","CENPV",NA,1,1,1
"800","CENPW",NA,1,NA,1
"801","CENPX",1,2,NA,2
"802","CEP104",1,NA,NA,NA
"803","CEP131",1,NA,NA,NA
"804","CEP135",1,NA,NA,NA
"805","CEP170",NA,NA,NA,1
"806","CEP170B",2,NA,NA,NA
"807","CEP290",1,NA,NA,NA
"808","CEP295",3,NA,NA,NA
"809","CEP350",NA,1,1,1
"810","CEP68",NA,1,2,2
"811","CEP70",1,NA,NA,NA
"812","CEP83",1,NA,NA,NA
"813","CEP95",NA,1,1,1
"814","CEPT1",NA,1,NA,1
"815","CERCAM",NA,NA,2,2
"816","CERS1",2,NA,NA,NA
"817","CERS2",1,1,NA,1
"818","CERS4",1,NA,NA,1
"819","CERS5",5,NA,NA,NA
"820","CERS6",NA,NA,1,1
"821","CES2",NA,1,2,3
"822","CES4A",NA,1,2,3
"823","CETN3",1,NA,NA,NA
"824","CFAP20",1,NA,NA,NA
"825","CFAP221",NA,NA,1,NA
"826","CFAP298",1,NA,NA,NA
"827","CFAP300",1,NA,NA,NA
"828","CFAP36",1,NA,NA,NA
"829","CFAP410",NA,1,NA,1
"830","CFAP97",3,1,NA,1
"831","CFL1",2,NA,NA,NA
"832","CFL1_EFEMP2",1,NA,NA,NA
"833","CFL2",2,NA,1,1
"834","CGREF1",NA,NA,2,2
"835","CHCHD1_FUT11",2,NA,NA,NA
"836","CHCHD10",1,NA,NA,NA
"837","CHCHD2",1,NA,NA,NA
"838","CHD4",2,NA,NA,NA
"839","CHD7",NA,1,1,2
"840","CHD9",NA,1,1,3
"841","CHERP",1,1,NA,1
"842","CHFR",2,NA,NA,NA
"843","CHGA",1,NA,1,1
"844","CHGB",2,NA,NA,NA
"845","CHI3L1",NA,NA,2,2
"846","CHKA",NA,1,1,2
"847","CHKB",1,NA,1,2
"848","CHMP1A",2,1,1,1
"849","CHMP2A",2,NA,NA,NA
"850","CHMP4B",1,NA,NA,NA
"851","CHMP5",1,1,NA,1
"852","CHMP7",5,1,NA,1
"853","CHN1",2,NA,NA,NA
"854","CHORDC1",2,NA,NA,NA
"855","CHPF2",3,2,2,2
"856","CHRD",2,NA,3,3
"857","CHRNB2",NA,1,NA,NA
"858","CHST1",NA,1,4,4
"859","CHST10",3,NA,1,1
"860","CHTF8",NA,1,1,1
"861","CHTOP",3,3,NA,3
"862","CIAO1",NA,1,1,1
"863","CIAO2B",1,NA,1,1
"864","CIAO3",NA,1,NA,1
"865","CIAPIN1",1,NA,NA,NA
"866","CIART",3,NA,NA,NA
"867","CIC",4,NA,NA,NA
"868","CINP",NA,NA,NA,1
"869","CIPC",1,NA,NA,NA
"870","CIRBP",NA,3,5,6
"871","CIRBP_1600002K03RIK",2,NA,NA,NA
"872","CIZ1",8,5,6,8
"873","CKB",12,6,7,8
"874","CKMT1A",NA,NA,1,1
"875","CKMT1B",NA,NA,2,2
"876","CKMT2",NA,NA,1,1
"877","CLASP2",2,NA,1,NA
"878","CLASRP",4,7,2,6
"879","CLBA1",1,NA,NA,NA
"880","CLCN2",4,NA,NA,NA
"881","CLCN4",15,NA,NA,NA
"882","CLCN7",1,NA,1,1
"883","CLDND1",2,2,2,2
"884","CLIP2",1,NA,NA,NA
"885","CLIP3",NA,NA,1,1
"886","CLIP4",1,NA,NA,NA
"887","CLK1",1,3,1,3
"888","CLK2",1,2,NA,2
"889","CLK3",1,2,NA,2
"890","CLK4",5,NA,2,2
"891","CLN3",NA,1,NA,1
"892","CLN5",NA,1,NA,1
"893","CLNS1A",1,NA,NA,NA
"894","CLOCK",1,NA,NA,NA
"895","CLPP",1,NA,NA,NA
"896","CLPTM1",2,1,NA,1
"897","CLPX",NA,NA,NA,1
"898","CLSTN1",1,NA,NA,NA
"899","CLSTN3",2,1,2,3
"900","CLU",2,NA,6,6
"901","CLUH",2,NA,NA,NA
"902","CMTM5",1,NA,NA,NA
"903","CMTR1",1,1,1,1
"904","CNBP",1,1,NA,1
"905","CNEP1R1",NA,2,NA,2
"906","CNIH2",4,NA,NA,NA
"907","CNOT10",1,NA,NA,NA
"908","CNOT11",NA,1,1,1
"909","CNOT2",1,NA,NA,NA
"910","CNOT3",1,NA,NA,NA
"911","CNOT6",1,NA,NA,NA
"912","CNOT7",1,NA,NA,NA
"913","CNOT8",1,NA,NA,NA
"914","CNOT9",NA,1,NA,1
"915","CNP",1,NA,NA,NA
"916","CNPPD1",2,NA,NA,NA
"917","CNPY3",NA,1,2,2
"918","CNR1",NA,6,NA,6
"919","CNTN2",NA,1,NA,1
"920","CNTNAP1",1,NA,1,1
"921","CNTNAP4",1,NA,NA,NA
"922","CNTROB",NA,1,NA,1
"923","COASY",1,1,1,1
"924","COCH",1,NA,NA,NA
"925","COG1",7,NA,1,2
"926","COG2",2,NA,NA,NA
"927","COG3",2,NA,NA,NA
"928","COG4",1,2,1,2
"929","COL6A1",NA,2,NA,1
"930","COL9A2",NA,NA,2,2
"931","COL9A3",NA,NA,1,1
"932","COLGALT1",1,NA,NA,NA
"933","COMMD2",NA,1,NA,1
"934","COMMD3",2,2,1,3
"935","COMMD4",3,1,NA,1
"936","COMMD6",1,NA,NA,NA
"937","COMMD9",NA,3,1,3
"938","COMT",2,NA,NA,NA
"939","COMTD1",1,NA,NA,NA
"940","COPA",1,NA,NA,NA
"941","COPB1",1,NA,NA,1
"942","COPE",3,NA,NA,NA
"943","COPG1",3,1,NA,1
"944","COPG2",1,NA,NA,NA
"945","COPS3",1,NA,NA,NA
"946","COPS6",2,4,1,4
"947","COPS7A",1,NA,1,1
"948","COPS7B",1,NA,NA,NA
"949","COPS8",1,NA,NA,NA
"950","COQ10A",2,NA,NA,1
"951","COQ3",NA,1,NA,1
"952","COQ4",1,NA,NA,NA
"953","COQ6",NA,1,1,1
"954","COQ8B",NA,1,2,3
"955","COQ9",NA,1,NA,1
"956","CORO1A",2,NA,1,1
"957","CORO1B",3,NA,NA,NA
"958","CORO1C",5,2,NA,2
"959","CORO2B",NA,NA,NA,1
"960","CORO6",5,NA,3,3
"961","CORO7",1,NA,NA,NA
"962","COTL1",NA,1,1,1
"963","COX4I1",2,1,1,1
"964","COX5B",1,1,1,1
"965","COX6B2",1,NA,NA,NA
"966","COX6C",1,NA,NA,NA
"967","COX7C",1,NA,NA,NA
"968","CPE",3,NA,NA,NA
"969","CPEB1",4,NA,NA,NA
"970","CPLANE1",NA,1,NA,1
"971","CPLX1",1,NA,2,2
"972","CPNE1",1,1,NA,1
"973","CPNE1_RBM12",NA,1,NA,1
"974","CPNE6",13,NA,3,3
"975","CPNE7",2,NA,NA,NA
"976","CPSF1",1,1,1,4
"977","CPSF3",3,NA,NA,NA
"978","CPSF4",2,1,1,1
"979","CPSF6",1,NA,NA,1
"980","CPSF7",2,1,NA,2
"981","CPT1C",1,10,2,13
"982","CPTP",1,NA,NA,NA
"983","CPXM1",1,2,NA,2
"984","CRACR2B",1,NA,NA,NA
"985","CRAMP1",NA,NA,1,1
"986","CRAT",3,NA,2,2
"987","CRBN",2,3,NA,4
"988","CREBZF",NA,2,NA,2
"989","CRELD1",1,NA,2,3
"990","CRELD2",NA,2,1,2
"991","CRIP2",1,3,1,4
"992","CRLF2",1,NA,NA,NA
"993","CRMP1",NA,1,NA,1
"994","CROCC",NA,2,NA,2
"995","CRTC1",5,NA,NA,NA
"996","CRTC2",1,NA,NA,NA
"997","CRY1",NA,1,NA,2
"998","CRY2",1,NA,1,2
"999","CRYBB2P1",NA,2,2,2
"1000","CRYM",NA,1,1,1
"1001","CRYZL1",3,NA,NA,NA
"1002","CS",2,2,1,5
"1003","CSAD",NA,NA,1,1
"1004","CSDC2",1,NA,NA,NA
"1005","CSF2RA",8,NA,NA,NA
"1006","CSNK1D",1,NA,NA,NA
"1007","CSNK1E",1,2,2,2
"1008","CSNK1G2",1,NA,2,1
"1009","CSNK2A1",NA,1,NA,1
"1010","CSNK2B",3,NA,NA,NA
"1011","CSRNP2",NA,1,1,1
"1012","CSRP1",1,NA,NA,NA
"1013","CST3",1,NA,NA,1
"1014","CSTF1",1,NA,NA,NA
"1015","CSTF2",3,NA,NA,NA
"1016","CTBP1",2,NA,NA,NA
"1017","CTC1",2,NA,NA,NA
"1018","CTCF",NA,1,NA,1
"1019","CTDSP1",1,NA,NA,NA
"1020","CTDSP2",1,NA,NA,NA
"1021","CTDSPL",NA,NA,1,1
"1022","CTIF",NA,2,3,5
"1023","CTNNA1",2,NA,NA,1
"1024","CTNNBIP1",NA,1,NA,1
"1025","CTNND1",NA,1,NA,1
"1026","CTNND2",NA,1,2,2
"1027","CTNS",2,1,NA,2
"1028","CTPS2",1,NA,NA,NA
"1029","CTR9",1,NA,NA,NA
"1030","CTSA",2,NA,NA,NA
"1031","CTSB",NA,NA,1,1
"1032","CTSF",2,1,2,4
"1033","CTSL",1,NA,NA,NA
"1034","CTTN",2,NA,2,2
"1035","CTU2",NA,1,NA,1
"1036","CUEDC1",NA,NA,1,1
"1037","CUEDC2",2,1,NA,1
"1038","CUL1",1,NA,NA,NA
"1039","CUL2",NA,2,1,2
"1040","CUTA",5,NA,NA,NA
"1041","CWC15",1,1,NA,1
"1042","CWC25",NA,1,NA,NA
"1043","CWF19L1",NA,NA,NA,1
"1044","CXCL14",1,NA,NA,NA
"1045","CXXC1",3,2,1,5
"1046","CXXC5",1,NA,NA,NA
"1047","CYB5D1",1,NA,NA,NA
"1048","CYB5R1",1,NA,NA,NA
"1049","CYB5R3",NA,1,1,2
"1050","CYB5R4_RIPPLY2",1,NA,NA,NA
"1051","CYB5RL",1,NA,NA,NA
"1052","CYBC1",1,NA,NA,NA
"1053","CYC1",1,NA,NA,NA
"1054","CYFIP1",1,NA,NA,NA
"1055","CYFIP2",NA,1,NA,1
"1056","CYGB",1,NA,NA,NA
"1057","CYP2D22",2,NA,NA,NA
"1058","CYP2U1",1,NA,NA,NA
"1059","CYP46A1",3,NA,NA,NA
"1060","CYP4F15",3,NA,NA,NA
"1061","CYP4Z1",NA,NA,NA,1
"1062","CYP51A1",NA,1,NA,1
"1063","CYS1",1,NA,NA,NA
"1064","CYTH4",2,NA,NA,NA
"1065","CZIB",1,1,1,1
"1066","D11WSU47E",1,NA,NA,NA
"1067","D16ERTD472E",1,NA,NA,NA
"1068","D2HGDH",NA,1,NA,2
"1069","D3ERTD751E",1,NA,NA,NA
"1070","D8ERTD738E",1,NA,NA,NA
"1071","D8ERTD738E_MRI1",1,NA,NA,NA
"1072","DAB2",1,NA,NA,NA
"1073","DAB2IP",7,NA,NA,NA
"1074","DAGLA",1,NA,NA,NA
"1075","DALRD3",4,1,1,2
"1076","DAP3",1,NA,NA,NA
"1077","DAPK1",1,NA,NA,NA
"1078","DAPK3",1,NA,NA,NA
"1079","DARS2",1,NA,NA,NA
"1080","DAXX",2,NA,NA,NA
"1081","DAZAP1",NA,1,NA,1
"1082","DAZAP2",NA,1,NA,1
"1083","DBI",NA,1,NA,1
"1084","DBN1",7,1,1,2
"1085","DBNDD2",1,NA,NA,NA
"1086","DBNL",2,1,NA,1
"1087","DBP",1,NA,NA,NA
"1088","DCAF11",4,NA,NA,NA
"1089","DCAF12",1,NA,NA,NA
"1090","DCAF15",2,1,1,3
"1091","DCAF4",NA,2,1,2
"1092","DCAF5",NA,NA,NA,1
"1093","DCAF8",3,NA,2,4
"1094","DCAKD",1,NA,NA,NA
"1095","DCLK1",2,NA,NA,NA
"1096","DCLRE1C",1,NA,NA,NA
"1097","DCP1A",2,NA,NA,NA
"1098","DCP1B",1,NA,NA,NA
"1099","DCTD",NA,1,NA,1
"1100","DCTN1",4,NA,3,3
"1101","DCTN3",2,NA,1,1
"1102","DCTN4",NA,1,NA,1
"1103","DCTN6",1,NA,NA,NA
"1104","DCUN1D4",1,NA,NA,NA
"1105","DCUN1D5",2,NA,NA,NA
"1106","DCX",NA,1,NA,1
"1107","DCXR",1,NA,2,2
"1108","DDA1",3,NA,NA,NA
"1109","DDB2",1,NA,NA,NA
"1110","DDHD1",4,NA,NA,NA
"1111","DDHD2",2,NA,NA,NA
"1112","DDI2",1,NA,NA,NA
"1113","DDR1",1,NA,NA,NA
"1114","DDRGK1",3,1,1,2
"1115","DDX1",3,4,NA,4
"1116","DDX17",NA,NA,NA,1
"1117","DDX20",NA,2,NA,2
"1118","DDX24",NA,NA,NA,1
"1119","DDX25",1,NA,NA,NA
"1120","DDX27",NA,1,NA,1
"1121","DDX39",2,NA,NA,NA
"1122","DDX39A",NA,3,3,5
"1123","DDX39B",5,NA,NA,NA
"1124","DDX3Y",NA,NA,1,1
"1125","DDX41",3,3,1,4
"1126","DDX42",NA,1,NA,1
"1127","DDX47",NA,1,2,3
"1128","DDX5",2,6,5,10
"1129","DDX50",2,NA,1,1
"1130","DDX55",1,NA,1,1
"1131","DDX56",2,NA,1,1
"1132","DEAF1",1,NA,1,1
"1133","DECR2",2,NA,NA,NA
"1134","DEDD2",1,NA,NA,NA
"1135","DEF8",NA,1,NA,1
"1136","DEGS1",NA,NA,1,1
"1137","DEGS2",1,NA,NA,NA
"1138","DEK",NA,NA,1,1
"1139","DELE1",1,1,1,2
"1140","DENND4B",1,NA,NA,1
"1141","DENND5A",1,NA,NA,NA
"1142","DENND6B",3,NA,2,2
"1143","DERA",NA,1,NA,1
"1144","DERL1",1,NA,NA,NA
"1145","DERL2",1,NA,NA,NA
"1146","DEXI",1,NA,NA,NA
"1147","DGAT1",NA,NA,NA,1
"1148","DGCR2",NA,1,NA,1
"1149","DGCR5",NA,1,2,3
"1150","DGCR6",1,NA,1,1
"1151","DGCR6L",NA,NA,1,1
"1152","DGCR8",NA,1,NA,1
"1153","DGKD",2,NA,NA,NA
"1154","DGKQ",NA,NA,1,1
"1155","DGKZ",4,NA,5,5
"1156","DGUOK",1,NA,NA,NA
"1157","DHCR7",2,NA,1,1
"1158","DHFR",1,NA,NA,NA
"1159","DHPS",NA,4,4,8
"1160","DHRS1",2,1,NA,1
"1161","DHRS11",NA,1,NA,1
"1162","DHRS12",NA,NA,1,NA
"1163","DHRS4",1,NA,NA,NA
"1164","DHX15",1,1,NA,1
"1165","DHX30",2,2,1,3
"1166","DHX32",2,NA,NA,NA
"1167","DHX33",1,NA,NA,NA
"1168","DHX34",2,1,NA,1
"1169","DHX35",1,NA,NA,NA
"1170","DHX38",NA,1,NA,1
"1171","DIABLO",1,NA,NA,NA
"1172","DICER1-AS1",NA,1,NA,1
"1173","DIMT1",2,NA,NA,NA
"1174","DIP2A",1,NA,1,NA
"1175","DIPK1B",2,1,1,1
"1176","DIS3",NA,NA,NA,1
"1177","DISP3",NA,1,NA,1
"1178","DKC1",1,NA,NA,NA
"1179","DLAT",1,NA,NA,NA
"1180","DLD",1,1,NA,2
"1181","DLG2",1,NA,NA,NA
"1182","DLGAP1",1,NA,NA,NA
"1183","DLGAP2",1,NA,NA,NA
"1184","DLGAP4",21,7,2,8
"1185","DLK2",1,NA,NA,NA
"1186","DLL1",1,NA,NA,NA
"1187","DLX1",1,NA,NA,NA
"1188","DLX1AS",2,NA,NA,NA
"1189","DMAC2",3,NA,1,2
"1190","DMAC2L",2,1,NA,1
"1191","DMAP1",1,2,NA,2
"1192","DMPK",NA,NA,1,1
"1193","DMTN",6,1,1,2
"1194","DMXL1",NA,NA,1,1
"1195","DMXL2",1,NA,NA,NA
"1196","DNAH1",2,NA,NA,NA
"1197","DNAH14",NA,1,NA,1
"1198","DNAH2OS",1,NA,NA,NA
"1199","DNAI1",NA,NA,1,1
"1200","DNAJA1",1,NA,NA,1
"1201","DNAJA4",1,NA,NA,NA
"1202","DNAJB1",1,NA,NA,NA
"1203","DNAJB2",6,1,1,2
"1204","DNAJB5",2,NA,NA,NA
"1205","DNAJB6",1,NA,NA,NA
"1206","DNAJC10",NA,1,1,1
"1207","DNAJC11",1,NA,NA,NA
"1208","DNAJC14",NA,1,1,1
"1209","DNAJC27",2,NA,NA,NA
"1210","DNAJC4",NA,NA,1,1
"1211","DNAJC5",6,NA,NA,NA
"1212","DNAJC7",2,NA,NA,NA
"1213","DNAJC8",2,1,NA,1
"1214","DNAL4",1,NA,NA,NA
"1215","DNASE1L1",1,NA,NA,1
"1216","DNASE1L2_E4F1",NA,1,NA,NA
"1217","DNM1",6,NA,1,1
"1218","DNM2",1,NA,NA,NA
"1219","DNPEP",1,NA,NA,NA
"1220","DNTTIP1",1,NA,NA,NA
"1221","DOC2A",6,NA,1,1
"1222","DOC2B",1,NA,NA,NA
"1223","DOCK3",6,NA,NA,NA
"1224","DOCK4",NA,1,NA,NA
"1225","DOCK7",1,NA,NA,NA
"1226","DOCK9",1,2,NA,2
"1227","DOK3_DDX41",2,NA,NA,NA
"1228","DOK4",NA,1,NA,2
"1229","DOLPP1",3,NA,NA,NA
"1230","DONSON",1,NA,NA,NA
"1231","DOP1A",NA,NA,NA,1
"1232","DPAGT1",NA,NA,1,3
"1233","DPCD",NA,NA,1,1
"1234","DPF1",1,2,1,3
"1235","DPF2",5,2,NA,3
"1236","DPH1",1,1,2,4
"1237","DPH2",NA,4,NA,4
"1238","DPH7",1,6,3,6
"1239","DPM1",NA,NA,1,1
"1240","DPM2",1,1,NA,2
"1241","DPP3",2,1,NA,2
"1242","DPP7",1,7,13,21
"1243","DPP8",1,NA,NA,NA
"1244","DPP9",1,NA,NA,NA
"1245","DPY19L1",1,NA,NA,NA
"1246","DPY19L2",NA,NA,NA,1
"1247","DPY19L2P2",NA,NA,NA,1
"1248","DPYSL4",1,NA,NA,1
"1249","DRAP1",1,NA,NA,NA
"1250","DRD1",1,NA,NA,NA
"1251","DRG2",NA,NA,2,2
"1252","DROSHA",6,NA,NA,NA
"1253","DSEL",1,NA,NA,NA
"1254","DSTN",1,NA,NA,NA
"1255","DTX1",1,NA,NA,NA
"1256","DTX3",3,3,2,5
"1257","DTYMK",1,NA,NA,NA
"1258","DUS1L",2,1,2,2
"1259","DUS3L",3,2,1,2
"1260","DUS3L_PRR22",NA,NA,1,NA
"1261","DUSP1",1,1,1,2
"1262","DUSP18",NA,2,NA,2
"1263","DUSP22",1,NA,NA,NA
"1264","DUSP26",1,NA,NA,NA
"1265","DVL1",2,NA,NA,NA
"1266","DVL2",2,NA,NA,3
"1267","DVL3",1,2,2,3
"1268","DXO",4,NA,NA,NA
"1269","DYNC1H1",1,NA,NA,NA
"1270","DYNC1I1",1,1,1,1
"1271","DYNC1LI1",NA,NA,1,1
"1272","DYNC1LI2",NA,1,1,1
"1273","DYNC2LI1",NA,1,NA,1
"1274","DYNLL2",1,NA,NA,NA
"1275","DYNLT1",NA,1,1,2
"1276","DYNLT1A",1,NA,NA,NA
"1277","DYNLT1B",1,NA,NA,NA
"1278","DYNLT1C",1,NA,NA,NA
"1279","DZIP1",2,NA,NA,NA
"1280","DZIP3",NA,NA,1,1
"1281","E130307A14RIK",1,NA,NA,NA
"1282","E2F1",NA,NA,NA,1
"1283","E2F4",1,2,2,5
"1284","E2F6",1,NA,NA,NA
"1285","E330011O21RIK",1,NA,NA,NA
"1286","E4F1",1,1,NA,1
"1287","E4F1_DNASE1L2",NA,NA,NA,1
"1288","EAPP",NA,NA,1,1
"1289","EBNA1BP2",1,NA,NA,1
"1290","ECE2",1,NA,NA,NA
"1291","ECH1",NA,1,1,2
"1292","ECHDC2",1,NA,1,1
"1293","ECHS1",1,2,1,3
"1294","ECI1",1,NA,NA,NA
"1295","ECI2",2,NA,1,1
"1296","ECM1",1,NA,NA,NA
"1297","EDC3",1,NA,NA,NA
"1298","EDC4",8,2,1,4
"1299","EDC4_NRN1L",NA,NA,1,1
"1300","EDEM2",2,NA,NA,NA
"1301","EDEM3",NA,1,1,1
"1302","EDF1",NA,1,NA,1
"1303","EDN1",NA,NA,NA,1
"1304","EED",NA,NA,NA,1
"1305","EEF1A1",NA,1,NA,1
"1306","EEF1A2",2,NA,2,1
"1307","EEF1AKNMT",NA,1,1,1
"1308","EEF1B2",NA,NA,NA,1
"1309","EEF1D",NA,1,1,2
"1310","EEF1G",1,NA,NA,NA
"1311","EEF2",4,NA,NA,NA
"1312","EFCAB14",1,NA,NA,NA
"1313","EFCC1",1,NA,NA,NA
"1314","EFNA3",NA,2,NA,2
"1315","EFNB3",2,NA,NA,NA
"1316","EFR3A",1,NA,NA,NA
"1317","EFTUD2",NA,1,NA,1
"1318","EGFL7",NA,NA,2,2
"1319","EGFL8",1,NA,NA,NA
"1320","EGLN2",NA,NA,NA,1
"1321","EHBP1",NA,2,1,2
"1322","EHMT2",1,NA,NA,NA
"1323","EI24",2,NA,NA,NA
"1324","EID1",NA,NA,1,1
"1325","EIF1",2,2,NA,1
"1326","EIF1AD",NA,NA,1,1
"1327","EIF2AK1",NA,NA,1,NA
"1328","EIF2B1",1,2,NA,2
"1329","EIF2B2",NA,1,NA,1
"1330","EIF2B4",NA,7,2,6
"1331","EIF2B5",NA,3,NA,8
"1332","EIF3B",1,NA,1,1
"1333","EIF3C",1,NA,NA,NA
"1334","EIF3G",1,2,1,3
"1335","EIF3H",2,1,NA,1
"1336","EIF3I",NA,2,NA,2
"1337","EIF3J1",1,NA,NA,NA
"1338","EIF4A1",2,1,NA,1
"1339","EIF4A2",7,3,3,4
"1340","EIF4E2",2,NA,NA,NA
"1341","EIF4G2",5,5,1,7
"1342","EIF4G3",3,NA,NA,NA
"1343","EIF4H",2,NA,NA,NA
"1344","EIF5",5,2,2,4
"1345","ELAC1",1,NA,NA,NA
"1346","ELAC2",NA,NA,2,2
"1347","ELFN2",2,NA,NA,NA
"1348","ELL",3,NA,NA,NA
"1349","ELMO2",2,NA,NA,NA
"1350","ELMO2_SLC35C2",1,NA,NA,NA
"1351","ELMOD3",1,NA,NA,NA
"1352","ELOF1",NA,NA,1,1
"1353","ELOVL1",NA,NA,1,1
"1354","ELOVL6",1,NA,NA,NA
"1355","ELP2",1,NA,NA,NA
"1356","ELP5",3,NA,NA,NA
"1357","EMC1",1,NA,NA,NA
"1358","EMC10",4,1,NA,1
"1359","EMC4",1,1,NA,1
"1360","EMC8",3,NA,NA,NA
"1361","EMC9",NA,1,NA,1
"1362","EMD",NA,2,NA,2
"1363","EME2",1,NA,NA,NA
"1364","EMG1",2,NA,NA,NA
"1365","EML1",4,NA,NA,NA
"1366","EML2",2,NA,NA,NA
"1367","EML4",1,NA,NA,NA
"1368","ENAH",1,NA,NA,NA
"1369","ENC1",NA,NA,3,3
"1370","ENDOG",1,NA,1,1
"1371","ENG",1,NA,NA,NA
"1372","ENKD1",1,NA,NA,NA
"1373","ENO1",2,1,1,1
"1374","ENO2",4,1,2,4
"1375","ENOPH1",3,2,NA,3
"1376","ENPP5",3,NA,NA,NA
"1377","ENTPD2",1,NA,NA,NA
"1378","ENTPD6",3,1,1,2
"1379","ENTR1",31,NA,NA,NA
"1380","EPB41L2",7,NA,NA,1
"1381","EPB41L3",1,NA,NA,NA
"1382","EPHA5",2,NA,NA,NA
"1383","EPHB6",4,2,5,4
"1384","EPHX1",1,NA,NA,NA
"1385","EPN1",1,NA,NA,NA
"1386","EPN2",NA,1,1,2
"1387","EPOR",1,NA,NA,NA
"1388","EPS15L1",2,NA,NA,NA
"1389","EPS8",NA,NA,NA,1
"1390","ERAL1",2,1,NA,1
"1391","ERC2",1,NA,NA,NA
"1392","ERCC2",1,NA,NA,NA
"1393","ERCC3",NA,3,NA,3
"1394","ERF_GSK3A",1,NA,NA,NA
"1395","ERGIC2",1,NA,1,1
"1396","ERGIC3",1,NA,2,2
"1397","ERH",1,NA,NA,NA
"1398","ERI2",2,1,NA,1
"1399","ERI3",1,1,1,1
"1400","ERLIN2",1,NA,NA,NA
"1401","ERMARD",NA,NA,1,1
"1402","ERVK3-1",NA,NA,NA,1
"1403","ESAM",1,NA,NA,NA
"1404","ESF1",NA,1,1,1
"1405","ESS2",2,NA,NA,NA
"1406","ESYT2",NA,NA,NA,1
"1407","ESYT3",1,NA,NA,NA
"1408","ETF1",1,NA,NA,NA
"1409","ETFRF1",1,NA,NA,NA
"1410","ETL4",2,NA,NA,NA
"1411","ETNPPL",NA,NA,1,1
"1412","ETV4",1,NA,NA,NA
"1413","EVC2",1,NA,NA,NA
"1414","EVI2A",1,NA,NA,NA
"1415","EVI5L",1,NA,1,2
"1416","EVL",3,2,5,5
"1417","EWSR1",4,2,NA,2
"1418","EXD2",3,NA,NA,NA
"1419","EXOC1",2,NA,NA,NA
"1420","EXOC3L4",1,NA,NA,NA
"1421","EXOC6B",1,NA,NA,NA
"1422","EXOC7",1,4,1,6
"1423","EXOSC1",1,NA,NA,NA
"1424","EXOSC10",5,3,1,6
"1425","EXOSC4",1,NA,NA,NA
"1426","EXOSC5",2,NA,NA,NA
"1427","EXOSC8",2,6,1,9
"1428","EXOSC9",NA,1,NA,1
"1429","EXTL1",1,NA,NA,NA
"1430","EXTL3",1,NA,NA,NA
"1431","EYA1",1,NA,NA,NA
"1432","EZH1",1,1,NA,1
"1433","EZH2",NA,1,NA,1
"1434","EZR",NA,1,NA,1
"1435","F3",1,NA,1,1
"1436","FAAH",4,NA,1,2
"1437","FAAP100",1,NA,NA,NA
"1438","FAAP20",1,NA,1,2
"1439","FABP3",1,NA,NA,NA
"1440","FABP5",1,NA,NA,1
"1441","FABP7",NA,2,NA,2
"1442","FADS1",1,NA,NA,NA
"1443","FADS2",1,1,NA,1
"1444","FADS3",NA,2,3,5
"1445","FAHD2A",1,1,2,4
"1446","FAHD2B",NA,1,2,2
"1447","FAHD2CP",NA,NA,5,5
"1448","FAIM2",NA,NA,1,1
"1449","FAM102A",2,NA,NA,NA
"1450","FAM104A",2,NA,NA,NA
"1451","FAM104B",NA,1,2,1
"1452","FAM118B",1,NA,NA,NA
"1453","FAM120AOS",NA,NA,NA,1
"1454","FAM122B",NA,NA,2,2
"1455","FAM131A",NA,3,NA,2
"1456","FAM131B",1,1,2,3
"1457","FAM133B",NA,1,1,1
"1458","FAM136A",2,NA,NA,NA
"1459","FAM13A",NA,NA,NA,1
"1460","FAM13B",1,NA,NA,NA
"1461","FAM13C",1,NA,NA,NA
"1462","FAM149A",NA,1,1,2
"1463","FAM160A2",2,1,1,2
"1464","FAM168B",1,NA,NA,NA
"1465","FAM171A2",1,NA,NA,NA
"1466","FAM171B",1,NA,NA,NA
"1467","FAM173A",NA,1,NA,1
"1468","FAM173A_METRN",1,NA,NA,NA
"1469","FAM184A",1,NA,NA,NA
"1470","FAM189B",NA,NA,NA,1
"1471","FAM204A",3,NA,NA,NA
"1472","FAM214A",1,NA,NA,NA
"1473","FAM214B",2,3,1,4
"1474","FAM219A",6,NA,1,1
