"","associated_gene","Human (Adult)_Detected_LogTPM_Isoseq","Human (Adult)","Human (Fetal)_Detected_LogTPM_Isoseq","Human (Fetal)"
"7494","PNCK",2.54740409753075,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"7495","PNISR",2.29506602576649,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"7496","PNKD",2.61224265738103,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7497","PNKP",1.62165012590286,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7498","PNMA2",2.55470333627225,"Human (Adult)",2.33363581473197,"Human (Fetal)"
"7499","PNMA3",2.47552209022462,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"7500","PNMA5",1.37861207721656,"Human (Adult)",NA,NA
"7501","PNMA6A",2.47115728482217,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"7502","PNMA6F",1.42976459966395,"Human (Adult)",NA,NA
"7503","PNMA8A",2.38933594260834,"Human (Adult)",2.22890046421196,"Human (Fetal)"
"7504","PNMT",1.42976459966395,"Human (Adult)",NA,NA
"7505","PNN",1.32062013023888,"Human (Adult)",2.03260581906799,"Human (Fetal)"
"7506","PNO1",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7507","PNOC",NA,NA,1.01141651999805,"Human (Fetal)"
"7508","PNPLA2",2.21588477971886,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7509","PNPLA3",1.17449209456064,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7510","PNPLA4",1.17449209456064,"Human (Adult)",NA,NA
"7511","PNPLA6",1.67964207288055,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7512","PNPLA7",0.776552085888602,"Human (Adult)",NA,NA
"7513","PNPLA8",1.32062013023888,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7514","PNPO",1.81794477104683,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7515","PNPT1",1.37861207721656,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7516","PNRC1",1.79774138495854,"Human (Adult)",2.05280920515628,"Human (Fetal)"
"7517","PNRC2",1.70597101160289,"Human (Adult)",2.31244651566203,"Human (Fetal)"
"7518","POC1A",NA,NA,1.31244651566203,"Human (Fetal)"
"7519","POC5",NA,NA,1.18750777905373,"Human (Fetal)"
"7520","PODXL",1.07758208155258,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7521","PODXL2",2.78087345967124,"Human (Adult)",3.2128136443185,"Human (Fetal)"
"7522","POFUT1",NA,NA,1.31244651566203,"Human (Fetal)"
"7523","POFUT2",1.37861207721656,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7524","POGK",1.25367334060826,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"7525","POGLUT1",1.37861207721656,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7526","POGLUT2",NA,NA,1.55548456434833,"Human (Fetal)"
"7527","POGZ",0.776552085888602,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"7528","POLA1",NA,NA,1.31244651566203,"Human (Fetal)"
"7529","POLA2",0.952643344944283,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"7530","POLB",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7531","POLD1",NA,NA,1.55548456434833,"Human (Fetal)"
"7532","POLD2",2.38400710910327,"Human (Adult)",2.65486919648424,"Human (Fetal)"
"7533","POLD3",0.776552085888602,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"7534","POLD4",1.17449209456064,"Human (Adult)",NA,NA
"7535","POLDIP2",1.17449209456064,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"7536","POLDIP3",2.06658669725112,"Human (Adult)",2.29017012095088,"Human (Fetal)"
"7537","POLE3",2.2748626396782,"Human (Adult)",2.48123853597622,"Human (Fetal)"
"7538","POLE4",1.62165012590286,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7539","POLG",1.58946544253146,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"7540","POLG2",NA,NA,1.31244651566203,"Human (Fetal)"
"7541","POLH",0.776552085888602,"Human (Adult)",NA,NA
"7542","POLI",0.952643344944283,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7543","POLK",1.25367334060826,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"7544","POLL",1.07758208155258,"Human (Adult)",NA,NA
"7545","POLM",NA,NA,1.01141651999805,"Human (Fetal)"
"7546","POLR1B",0.776552085888602,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7547","POLR1C",1.25367334060826,"Human (Adult)",2.01141651999805,"Human (Fetal)"
"7548","POLR1D",1.79774138495854,"Human (Adult)",2.15754455567629,"Human (Fetal)"
"7549","POLR1E",1.25367334060826,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7550","POLR2A",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7551","POLR2B",1.62165012590286,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"7552","POLR2C",1.47552209022462,"Human (Adult)",2.10832653300611,"Human (Fetal)"
"7553","POLR2D",0.776552085888602,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7554","POLR2E",1.55470333627225,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7555","POLR2F",1.32062013023888,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7556","POLR2G",1.81794477104683,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"7557","POLR2H",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7558","POLR2I",1.92268012156684,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7559","POLR2J",1.81794477104683,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7560","POLR2J3",1.67964207288055,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7561","POLR2J4",1.32062013023888,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7562","POLR2K",1.6516133492803,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7563","POLR2L",0.776552085888602,"Human (Adult)",NA,NA
"7564","POLR2M",1.25367334060826,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"7565","POLR3A",NA,NA,1.40935652867009,"Human (Fetal)"
"7566","POLR3B",NA,NA,1.48853777471772,"Human (Fetal)"
"7567","POLR3C",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7568","POLR3D",1.47552209022462,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"7569","POLR3E",1.47552209022462,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7570","POLR3F",1.58946544253146,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"7571","POLR3G",0.776552085888602,"Human (Adult)",NA,NA
"7572","POLR3GL",1.58946544253146,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7573","POLR3H",1.85573333193623,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7574","POLR3K",1.58946544253146,"Human (Adult)",NA,NA
"7575","POLRMT",2.19979795982541,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"7576","POM121",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7577","POM121C",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7578","POMC",NA,NA,1.01141651999805,"Human (Fetal)"
"7579","POMGNT1",2.40494101593891,"Human (Adult)",2.60248112702455,"Human (Fetal)"
"7580","POMGNT2",2.26085192523539,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"7581","POMK",NA,NA,1.01141651999805,"Human (Fetal)"
"7582","POMP",1.47552209022462,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7583","POMT1",1.67964207288055,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"7584","POMZP3",1.17449209456064,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"7585","PON2",2.49671138929456,"Human (Adult)",2.31244651566203,"Human (Fetal)"
"7586","POP4",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7587","POP5",1.17449209456064,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"7588","POP7",1.75427569117745,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7589","POPDC3",1.17449209456064,"Human (Adult)",NA,NA
"7590","POR",2.15676332760021,"Human (Adult)",2.42638986796887,"Human (Fetal)"
"7591","POR_RHBDD2",NA,NA,1.01141651999805,"Human (Fetal)"
"7592","PORCN",1.87346209889666,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7593","POT1",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7594","POU2F1",0.952643344944283,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"7595","POU2F2",NA,NA,1.01141651999805,"Human (Fetal)"
"7596","POU6F2",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7597","PPA1",2.08830594694436,"Human (Adult)",2.20174821816834,"Human (Fetal)"
"7598","PPA2",1.89049543819544,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7599","PPAN",0.776552085888602,"Human (Adult)",NA,NA
"7600","PPARD",1.99403603010251,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7601","PPAT",1.17449209456064,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"7602","PPCS",1.6516133492803,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"7603","PPDPF",2.45324569551347,"Human (Adult)",2.34385497991366,"Human (Fetal)"
"7604","PPFIA1",1.37861207721656,"Human (Adult)",NA,NA
"7605","PPFIA2",1.47552209022462,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"7606","PPFIA3",2.0195901345749,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"7607","PPFIA4",1.25367334060826,"Human (Adult)",NA,NA
"7608","PPFIBP1",0.776552085888602,"Human (Adult)",NA,NA
"7609","PPFIBP2",0.776552085888602,"Human (Adult)",NA,NA
"7610","PPHLN1",1.47552209022462,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"7611","PPIA",1.47552209022462,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"7612","PPIB",1.93792008812358,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"7613","PPIC",1.07758208155258,"Human (Adult)",NA,NA
"7614","PPID",2.12873460399996,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"7615","PPIE",1.75427569117745,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7616","PPIF",1.58946544253146,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7617","PPIG",1.70597101160289,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7618","PPIL1",1.83724992624221,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"7619","PPIL2",1.25367334060826,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"7620","PPIL3",0.776552085888602,"Human (Adult)",NA,NA
"7621","PPIL4",1.17449209456064,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7622","PPIL6",0.776552085888602,"Human (Adult)",NA,NA
"7623","PPIP5K2",NA,NA,1.96565902943738,"Human (Fetal)"
"7624","PPM1A",1.32062013023888,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"7625","PPM1B",2.11897476671081,"Human (Adult)",2.30145113136057,"Human (Fetal)"
"7626","PPM1D",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7627","PPM1E",NA,NA,1.01141651999805,"Human (Fetal)"
"7628","PPM1F",1.17449209456064,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7629","PPM1G",2.38400710910327,"Human (Adult)",2.46626138000656,"Human (Fetal)"
"7630","PPM1H",0.952643344944283,"Human (Adult)",NA,NA
"7631","PPM1J",1.17449209456064,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"7632","PPM1K",2.09877138062252,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"7633","PPM1M",1.62165012590286,"Human (Adult)",NA,NA
"7634","PPME1",2.53998007945154,"Human (Adult)",2.70161260002657,"Human (Fetal)"
"7635","PPOX",0.952643344944283,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7636","PPP1CA",2.43456348254571,"Human (Adult)",2.44278028415704,"Human (Fetal)"
"7637","PPP1CB",1.7765520858886,"Human (Adult)",2.03260581906799,"Human (Fetal)"
"7638","PPP1CC",2.1382799219062,"Human (Adult)",2.71038652433407,"Human (Fetal)"
"7639","PPP1R10",0.776552085888602,"Human (Adult)",NA,NA
"7640","PPP1R12A",2.0195901345749,"Human (Adult)",2.60801361562451,"Human (Fetal)"
"7641","PPP1R12B",1.07758208155258,"Human (Adult)",NA,NA
"7642","PPP1R12C",1.83724992624221,"Human (Adult)",NA,NA
"7643","PPP1R13B",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7644","PPP1R13L",0.776552085888602,"Human (Adult)",NA,NA
"7645","PPP1R14A",1.92268012156684,"Human (Adult)",NA,NA
"7646","PPP1R14B",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7647","PPP1R14C",2.05530568684143,"Human (Adult)",2.7822685316402,"Human (Fetal)"
"7648","PPP1R15A",1.98067206854453,"Human (Adult)",2.26668902510136,"Human (Fetal)"
"7649","PPP1R15B",0.776552085888602,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"7650","PPP1R16A",2.38933594260834,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7651","PPP1R16B",1.87346209889666,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7652","PPP1R17",NA,NA,2.33363581473197,"Human (Fetal)"
"7653","PPP1R18",1.51691477538285,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7654","PPP1R1A",1.58946544253146,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7655","PPP1R1B",3.04489599983967,"Human (Adult)",2.32317038105381,"Human (Fetal)"
"7656","PPP1R2",1.87346209889666,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"7657","PPP1R21",1.98067206854453,"Human (Adult)",2.10832653300611,"Human (Fetal)"
"7658","PPP1R26",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7659","PPP1R37",2.00700100726688,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"7660","PPP1R3C",1.83724992624221,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7661","PPP1R3F",1.17449209456064,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7662","PPP1R7",1.75427569117745,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7663","PPP1R8",1.32062013023888,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7664","PPP1R9A",0.776552085888602,"Human (Adult)",NA,NA
"7665","PPP1R9B",2.03182459099191,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"7666","PPP2CA",1.67964207288055,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"7667","PPP2CB",2.0195901345749,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"7668","PPP2R1A",3.26931247491544,"Human (Adult)",3.37125200233794,"Human (Fetal)"
"7669","PPP2R1B",1.07758208155258,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7670","PPP2R2A",1.67964207288055,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7671","PPP2R2B",2.44400503877856,"Human (Adult)",2.82432987664091,"Human (Fetal)"
"7672","PPP2R2C",1.62165012590286,"Human (Adult)",NA,NA
"7673","PPP2R2D",1.07758208155258,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"7674","PPP2R3A",1.17449209456064,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"7675","PPP2R3C",1.47552209022462,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"7676","PPP2R5A",1.6516133492803,"Human (Adult)",NA,NA
"7677","PPP2R5B",2.53242694156109,"Human (Adult)",2.52329988097693,"Human (Fetal)"
"7678","PPP2R5C",1.25367334060826,"Human (Adult)",NA,NA
"7679","PPP2R5D",2.38933594260834,"Human (Adult)",2.48123853597622,"Human (Fetal)"
"7680","PPP2R5E",1.07758208155258,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7681","PPP3CA",2.03182459099191,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7682","PPP3CB",2.56894377538686,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"7683","PPP3CC",1.17449209456064,"Human (Adult)",2.21553650265398,"Human (Fetal)"
"7684","PPP3R1",2.05530568684143,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7685","PPP4C",1.87346209889666,"Human (Adult)",2.54289543704031,"Human (Fetal)"
"7686","PPP4R1",0.776552085888602,"Human (Adult)",2.03260581906799,"Human (Fetal)"
"7687","PPP4R2",1.17449209456064,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"7688","PPP4R2_EBLN2",NA,NA,1.31244651566203,"Human (Fetal)"
"7689","PPP4R3A",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7690","PPP4R3B",1.79774138495854,"Human (Adult)",2.17278452223303,"Human (Fetal)"
"7691","PPP4R4",0.952643344944283,"Human (Adult)",NA,NA
"7692","PPP5C",2.41002054146819,"Human (Adult)",2.51656649831796,"Human (Fetal)"
"7693","PPP6C",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7694","PPP6R1",2.28170206420851,"Human (Adult)",NA,NA
"7695","PPP6R2",1.62165012590286,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"7696","PPP6R3",NA,NA,1.31244651566203,"Human (Fetal)"
"7697","PPRC1",1.25367334060826,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7698","PPT1",2.6516133492803,"Human (Adult)",2.59687724950655,"Human (Fetal)"
"7699","PPTC7",0.952643344944283,"Human (Adult)",NA,NA
"7700","PPWD1",1.62165012590286,"Human (Adult)",2.05280920515628,"Human (Fetal)"
"7701","PQBP1",2.06658669725112,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"7702","PQLC1",2.54740409753075,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"7703","PQLC2",1.07758208155258,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"7704","PQLC3",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7705","PRADC1",1.55470333627225,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"7706","PRAF2",2.06658669725112,"Human (Adult)",1.96565902943738,"Human (Fetal)"
"7707","PRAG1",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7708","PRC1",1.42976459966395,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"7709","PRC1-AS1_RCCD1",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7710","PRCC",2.24637410186677,"Human (Adult)",2.64488497557764,"Human (Fetal)"
"7711","PRCD",0.776552085888602,"Human (Adult)",NA,NA
"7712","PRCP",1.89049543819544,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"7713","PRDM10",NA,NA,1.31244651566203,"Human (Fetal)"
"7714","PRDM11",0.776552085888602,"Human (Adult)",NA,NA
"7715","PRDM16-DT",1.07758208155258,"Human (Adult)",NA,NA
"7716","PRDM2",1.81794477104683,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"7717","PRDM4",1.62165012590286,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7718","PRDM8",1.47552209022462,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7719","PRDX1",2.3676166929151,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"7720","PRDX2",2.80593586357381,"Human (Adult)",2.40058260436259,"Human (Fetal)"
"7721","PRDX3",2.53621993057823,"Human (Adult)",2.50277821383233,"Human (Fetal)"
"7722","PRDX4",1.55470333627225,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7723","PRDX5",2.58611180052387,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"7724","PRDX6",2.15676332760021,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"7725","PREB",2.20791585004759,"Human (Adult)",2.27858824840107,"Human (Fetal)"
"7726","PRELID1",2.0195901345749,"Human (Adult)",2.14175028849306,"Human (Fetal)"
"7727","PRELID3A",0.776552085888602,"Human (Adult)",NA,NA
"7728","PRELID3B",1.62165012590286,"Human (Adult)",2.24186544137633,"Human (Fetal)"
"7729","PRELP",1.47552209022462,"Human (Adult)",NA,NA
"7730","PREP",1.07758208155258,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7731","PREPL",2.55830746054107,"Human (Adult)",2.22890046421196,"Human (Fetal)"
"7732","PREX1",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7733","PRICKLE1",1.07758208155258,"Human (Adult)",NA,NA
"7734","PRICKLE2",0.776552085888602,"Human (Adult)",NA,NA
"7735","PRICKLE3",0.776552085888602,"Human (Adult)",NA,NA
"7736","PRIM2",NA,NA,1.01141651999805,"Human (Fetal)"
"7737","PRKAA1",0.952643344944283,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"7738","PRKAA2",0.776552085888602,"Human (Adult)",NA,NA
"7739","PRKAB1",1.90688585438361,"Human (Adult)",2.35383920082026,"Human (Fetal)"
"7740","PRKAB2",0.776552085888602,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"7741","PRKACA",1.55470333627225,"Human (Adult)",NA,NA
"7742","PRKACB",2.2748626396782,"Human (Adult)",2.36359903810941,"Human (Fetal)"
"7743","PRKAG1",1.51691477538285,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"7744","PRKAG2",1.89049543819544,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"7745","PRKAG2-AS1",0.776552085888602,"Human (Adult)",NA,NA
"7746","PRKAR1A",2.79358542518738,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"7747","PRKAR1B",2.15676332760021,"Human (Adult)",2.54923561507133,"Human (Fetal)"
"7748","PRKAR2A-AS1",0.776552085888602,"Human (Adult)",NA,NA
"7749","PRKAR2B",1.37861207721656,"Human (Adult)",2.01141651999805,"Human (Fetal)"
"7750","PRKCB",2.22371011723082,"Human (Adult)",NA,NA
"7751","PRKCD",1.79774138495854,"Human (Adult)",NA,NA
"7752","PRKCE",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7753","PRKCG",2.64578380561958,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7754","PRKCH",0.776552085888602,"Human (Adult)",NA,NA
"7755","PRKCI",1.07758208155258,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"7756","PRKCQ",1.25367334060826,"Human (Adult)",NA,NA
"7757","PRKCQ-AS1",1.07758208155258,"Human (Adult)",NA,NA
"7758","PRKCSH",2.1382799219062,"Human (Adult)",2.38248438226979,"Human (Fetal)"
"7759","PRKCZ",2.82770460833598,"Human (Adult)",2.51656649831796,"Human (Fetal)"
"7760","PRKD2",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"7761","PRKD3",NA,NA,1.01141651999805,"Human (Fetal)"
"7762","PRKDC",1.47552209022462,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7763","PRKRA",1.85573333193623,"Human (Adult)",2.41795670043201,"Human (Fetal)"
"7764","PRKRIP1",1.58946544253146,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"7765","PRMT1",2.09877138062252,"Human (Adult)",2.71470789811671,"Human (Fetal)"
"7766","PRMT2",1.83724992624221,"Human (Adult)",2.24186544137633,"Human (Fetal)"
"7767","PRMT3",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"7768","PRMT5",1.70597101160289,"Human (Adult)",2.29017012095088,"Human (Fetal)"
"7769","PRMT7",1.47552209022462,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7770","PRMT8",0.776552085888602,"Human (Adult)",NA,NA
"7771","PRMT9",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"7772","PRNP",3.14110308124257,"Human (Adult)",2.52329988097693,"Human (Fetal)"
"7773","PRODH",1.42976459966395,"Human (Adult)",NA,NA
"7774","PROS1",NA,NA,1.31244651566203,"Human (Fetal)"
"7775","PROSER1",NA,NA,1.40935652867009,"Human (Fetal)"
"7776","PROSER3",0.776552085888602,"Human (Adult)",NA,NA
